FlightNum,DepTime,CRSDepTime,ArrTime,CRSArrTime,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Distance,TaxiIn,TaxiOut,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
408,2001,1945,2335,2315,154,150,139,20,16,989,7,8,3,0,4,0,13
3320,1733,1655,1843,1805,70,70,49,38,38,281,2,19,0,0,0,0,38
3774,1332,1215,1430,1330,58,75,43,60,77,236,5,10,9,0,0,0,51
3171,1434,1435,1716,1700,102,85,61,16,-1,368,6,35,0,0,16,0,0
278,644,645,1258,1240,254,235,241,18,-1,1750,4,9,0,0,18,0,0
3774,1251,1130,1250,1145,119,135,106,65,81,758,3,10,46,0,0,0,19
2567,2117,1635,2215,1740,58,65,47,275,282,319,3,8,261,0,0,0,14
2309,1704,1600,1847,1725,103,85,61,82,64,371,25,17,6,0,18,0,58
2258,1904,1835,2151,2120,167,165,154,31,29,1011,5,8,0,0,2,0,29
1420,1951,1720,2155,1935,64,75,54,140,151,325,4,6,84,0,0,0,56
2976,1426,1345,1735,1700,129,135,115,35,41,895,4,10,0,0,0,0,35
2767,1844,1800,2319,2235,155,155,139,44,44,1076,4,12,44,0,0,0,0
144,1830,1735,2009,1925,99,110,89,44,55,655,3,7,2,0,0,0,42
378,1658,1610,1714,1640,76,90,62,34,48,422,3,11,34,0,0,0,0
2564,627,630,1010,950,163,140,139,20,-3,853,7,17,0,0,20,0,0
2432,1510,1445,1651,1630,101,105,88,21,25,495,4,9,7,0,0,0,14
3322,1628,1555,1753,1720,85,85,72,33,33,446,3,10,10,0,0,0,23
2727,1319,1240,1659,1640,160,180,148,19,39,1342,4,8,3,0,0,0,16
419,1730,1625,2256,2200,206,215,191,56,65,1521,5,10,2,0,0,0,54
49,1754,1710,1849,1810,55,60,45,39,44,237,3,7,13,0,0,0,26
2280,1254,1235,1356,1335,62,60,49,21,19,248,5,8,10,0,2,0,9
2613,1713,1720,1905,1850,172,150,153,15,-7,956,3,16,0,0,15,0,0
2901,1635,1635,1950,1910,255,215,228,40,0,1201,12,15,0,0,40,0,0
3049,1449,1445,1702,1645,133,120,101,17,4,529,6,26,0,0,17,0,0
2678,813,800,1038,1010,145,130,111,28,13,643,11,23,13,0,15,0,0
2489,1439,1440,1731,1702,232,202,215,29,-1,1157,3,14,0,0,29,0,0
2620,928,935,1145,1127,137,112,107,18,-7,542,12,18,0,0,18,0,0
2751,1520,1515,1749,1729,149,134,103,20,5,628,5,41,0,0,20,0,0
3062,1916,1905,2100,2038,104,93,64,22,11,429,7,33,11,0,11,0,0
2603,1805,1751,1930,1855,85,64,47,35,14,191,4,34,0,0,35,0,0
7143,1849,1754,1954,1910,65,76,49,44,55,212,3,13,44,0,0,0,0
7218,2023,1850,2109,1959,46,69,31,70,93,134,7,8,0,0,0,0,70
7041,2209,2118,2337,2248,88,90,73,49,51,260,3,12,49,0,0,0,0
2636,935,935,1055,1034,80,59,26,21,0,130,5,49,0,0,21,0,0
2872,1602,1602,1920,1905,138,123,113,15,0,843,4,21,0,0,15,0,0
2603,2000,2005,2120,2101,140,116,83,19,-5,512,10,47,0,0,19,0,0
2679,1905,1810,2130,2025,205,195,182,65,55,1095,4,19,0,0,65,0,0
1019,2115,2030,2157,2110,42,40,28,47,45,163,4,10,47,0,0,0,0
2896,1335,1305,1545,1450,130,105,90,55,30,351,10,30,55,0,0,0,0
2695,1459,1500,1729,1713,210,193,191,16,-1,1095,3,16,0,0,16,0,0
7072,809,806,1038,1015,149,129,131,23,3,406,3,15,23,0,0,0,0
2621,1830,1830,2125,2031,235,181,182,54,0,1033,9,44,0,0,54,0,0
2645,2034,2020,2152,2128,78,68,45,24,14,168,2,31,24,0,0,0,0
2620,1305,1305,1346,1330,101,85,70,16,0,351,3,28,0,0,16,0,0
7328,1142,1137,1308,1236,146,119,89,32,5,606,8,49,0,0,32,0,0
7122,1125,1110,1314,1245,109,95,91,29,15,313,3,15,29,0,0,0,0
2996,1954,1939,2050,2025,56,46,28,25,15,110,5,23,25,0,0,0,0
2816,1019,1004,1428,1358,189,174,160,30,15,1149,7,22,0,30,0,0,0
7285,1315,1320,1459,1443,104,83,90,16,-5,251,5,9,0,0,16,0,0
2645,1840,1805,1958,1939,78,94,61,19,35,321,9,8,0,0,19,0,0
2375,855,859,1054,1038,119,99,83,16,-4,443,3,33,0,0,16,0,0
2974,1642,1557,1810,1743,88,106,65,27,45,470,12,11,0,0,0,0,27
2969,1319,1236,1459,1412,100,96,63,47,43,382,22,15,0,0,4,0,43
2251,1723,1725,1804,1742,101,77,72,22,-2,320,8,21,0,0,22,0,0
5871,1850,1850,2044,2005,174,135,114,39,0,689,6,54,0,0,39,0,0
2955,1101,1010,1350,1248,109,98,77,62,51,431,8,24,51,0,11,0,0
2915,2054,1925,2220,2055,146,150,116,85,89,777,5,25,0,0,0,0,85
2176,1054,1045,1357,1320,183,155,119,37,9,659,8,56,9,0,28,0,0
2925,1937,1914,2052,2020,75,66,40,32,23,95,21,14,23,0,9,0,0
2337,1327,1328,1617,1552,110,84,70,25,-1,363,11,29,0,0,25,0,0
2661,1739,1715,1845,1825,66,70,46,20,24,256,7,13,0,0,0,0,20
2146,2137,2140,11,2345,94,65,49,26,-3,277,10,35,0,0,26,0,0
2621,958,930,1111,1045,73,75,55,26,28,324,4,14,26,0,0,0,0
2503,1339,1343,1607,1530,148,107,96,37,-4,508,4,48,0,0,37,0,0
2550,2025,1708,2147,1805,82,57,36,222,197,128,3,43,0,197,25,0,0
2199,1947,1859,2102,2002,75,63,41,60,48,232,10,24,0,0,12,0,48
2874,910,910,1136,1120,146,130,127,16,0,706,2,17,0,0,16,0,0
2367,2330,2146,20,2245,50,59,33,95,104,163,6,11,95,0,0,0,0
2329,1717,1705,2055,2033,158,148,119,22,12,886,25,14,0,0,10,0,12
5864,1840,1845,2115,2036,155,111,103,39,-5,526,35,17,0,0,39,0,0
2659,1334,1250,1426,1340,112,110,91,46,44,545,11,10,0,0,2,0,44
2534,2236,2140,46,2345,130,125,108,61,56,668,12,10,0,0,5,0,56
5803,1222,1155,1544,1525,142,150,105,19,27,874,14,23,19,0,0,0,0
2126,1054,1055,1424,1345,210,170,175,39,-1,1005,5,30,0,0,39,0,0
5839,733,736,908,843,155,127,119,25,-3,689,11,25,0,0,25,0,0
2639,1433,1435,1555,1536,82,61,42,19,-2,189,5,35,0,0,19,0,0
2289,1200,1205,1326,1311,146,126,118,15,-5,622,6,22,0,0,15,0,0
2430,1237,1200,1355,1315,78,75,52,40,37,228,9,17,0,0,3,0,37
2637,2029,1850,2350,2220,141,150,113,90,99,874,13,15,0,0,90,0,0
2519,2049,2005,2227,2155,98,110,79,32,44,524,5,14,0,32,0,0,0
5825,1453,1455,1618,1557,85,62,47,21,-2,223,3,35,0,0,21,0,0
2539,2144,2118,2323,2257,99,99,72,26,26,536,5,22,26,0,0,0,0
258,710,715,1543,1459,333,284,296,44,-5,2248,14,23,0,0,44,0,0
1808,1942,1930,2320,2305,158,155,134,15,12,1103,8,16,12,0,3,0,0
1900,1451,1320,2032,1905,221,225,182,87,91,1660,7,32,20,0,0,0,67
523,2005,1940,2046,2025,101,105,79,21,25,551,4,18,3,0,0,0,18
544,1158,1115,2018,1740,380,265,239,158,43,1846,8,133,0,0,158,0,0
348,1808,1550,2102,1830,174,160,131,152,138,925,8,35,0,0,152,0,0
2032,653,600,1126,1035,153,155,130,51,53,1055,7,16,51,0,0,0,0
1469,1132,1130,1421,1305,229,155,114,76,2,862,6,109,0,0,76,0,0
1498,2018,1935,2204,2115,106,100,82,49,43,631,9,15,3,0,6,0,40
561,700,705,1107,1050,187,165,143,17,-5,1121,24,20,0,0,17,0,0
1605,1844,1645,2123,1915,279,270,222,128,119,1723,6,51,0,26,9,0,93
1301,1254,1200,1458,1355,184,175,164,63,54,988,6,14,54,0,9,0,0
1283,2215,1925,17,2140,182,195,145,157,170,1197,25,12,0,0,48,0,109
806,1156,1155,1603,1450,187,115,76,73,1,641,9,102,0,0,73,0,0
2357,2258,2050,154,2320,176,150,112,154,128,802,4,60,0,3,26,0,125
1975,1106,1040,1221,1155,135,135,119,26,26,647,5,11,0,14,0,0,12
397,1922,1855,2326,2200,424,365,333,86,27,2342,14,77,27,0,59,0,0
794,1817,1725,2400,2255,223,210,199,65,52,1515,11,13,0,0,65,0,0
539,1823,1810,1925,1905,182,175,154,20,13,1055,5,23,13,0,7,0,0
1359,1414,1200,1728,1505,134,125,102,143,134,606,9,23,54,14,75,0,0
1882,1652,1450,2229,1915,277,205,186,194,122,1562,6,85,0,0,194,0,0
1455,1405,1330,1529,1435,84,65,46,54,35,193,5,33,0,31,19,0,4
1333,2341,2010,236,2325,235,255,219,191,211,1562,4,12,20,0,0,0,171
2049,130,2110,338,2355,188,225,176,223,260,1501,4,8,46,0,0,0,177
637,1551,1550,1706,1650,135,120,109,16,1,674,8,18,0,0,16,0,0
1942,2250,2200,36,2355,106,115,79,41,50,595,8,19,0,2,0,0,39
2372,2109,1920,2323,2140,134,140,113,103,109,802,8,13,0,0,13,0,90
1235,2105,1755,2239,1905,94,70,46,214,190,258,9,39,0,59,24,0,131
653,600,600,854,835,174,155,146,19,0,946,10,18,0,0,19,0,0
593,1745,1645,2010,1940,205,235,180,30,60,1440,6,19,0,5,0,0,25
1659,2026,1745,2252,1950,206,185,141,182,161,1005,46,19,0,0,128,0,54
2078,1700,1610,1952,1930,292,320,272,22,50,2072,10,10,17,0,0,0,5
180,1628,1630,59,35,331,305,298,24,-2,2475,17,16,0,0,24,0,0
1897,1324,1245,1455,1420,151,155,114,35,39,732,10,27,0,0,0,0,35
812,2038,1815,7,2145,149,150,130,142,143,1046,8,11,0,0,139,0,3
1201,1511,1445,1618,1555,67,70,45,23,26,258,3,19,0,23,0,0,0
295,1844,1630,2211,1905,267,215,152,186,134,1197,23,92,0,0,181,0,5
1432,1727,1400,2213,1830,226,210,196,223,207,1372,9,21,0,0,108,0,115
1457,1539,1505,1711,1640,152,155,130,31,34,868,5,17,31,0,0,0,0
313,1227,1145,1441,1415,254,270,211,26,42,1726,27,16,0,18,0,0,8
460,1011,945,1323,1300,132,135,111,23,26,927,6,15,15,0,0,0,8
1230,56,2355,615,525,199,210,175,50,61,1660,5,19,0,39,0,0,11
1880,1441,1410,1628,1605,167,175,142,23,31,1045,8,17,23,0,0,0,0
1253,1821,1800,2300,2035,339,215,162,145,21,1197,37,140,0,0,145,0,0
1339,1910,1645,2042,1800,152,135,109,162,145,612,23,20,0,0,132,0,30
1544,2042,1750,34,2035,172,105,86,239,172,612,5,81,25,0,67,0,147
1609,2219,1925,144,2215,205,170,123,209,174,925,4,78,0,12,35,0,162
2007,1927,1835,2131,1940,124,65,96,111,52,193,15,13,0,0,59,0,52
643,2359,2250,49,2340,50,50,31,69,69,175,5,14,0,0,0,0,69
2075,2256,1935,139,2245,223,250,201,174,201,1372,3,19,0,0,3,0,171
1787,1545,1530,1925,1840,220,190,190,45,15,1005,4,26,0,13,30,0,2
1856,1115,1055,1602,1545,167,170,146,17,20,1171,5,16,0,0,0,0,17
1316,943,945,1511,1445,208,180,149,26,-2,1171,18,41,0,0,26,0,0
2077,801,800,1155,1105,234,185,163,50,1,1097,10,61,0,0,50,0,0
2410,614,600,1123,1055,189,175,154,28,14,1235,15,20,14,0,14,0,0
2378,1713,1615,2137,2015,204,180,172,82,58,1197,13,19,0,0,51,0,31
1375,811,810,1334,1255,263,225,228,39,1,1666,6,29,0,0,39,0,0
1486,2003,1925,2104,2025,61,60,37,39,38,190,7,17,3,0,1,0,35
360,1643,1515,1947,1830,124,135,97,77,88,733,6,21,0,0,77,0,0
1579,1313,1235,1421,1350,68,75,47,31,38,237,11,10,9,0,0,0,22
2293,1755,1415,1958,1615,183,180,146,223,220,867,23,14,0,0,201,0,22
1358,2348,2135,308,40,140,125,108,148,133,867,8,24,0,0,47,0,101
1255,1631,1550,1922,1815,291,265,268,67,41,1660,8,15,1,0,26,0,40
530,1548,1405,1733,1535,105,90,69,118,103,403,7,29,0,0,32,0,86
1763,1352,1255,1556,1515,184,200,160,41,57,1197,4,20,0,0,37,0,4
1050,1601,1540,1757,1725,116,105,88,32,21,583,13,15,17,0,11,0,4
345,2009,1730,2201,1915,172,165,121,166,159,733,27,24,0,0,126,0,40
1675,1442,1440,1554,1535,132,115,105,19,2,592,10,17,0,0,19,0,0
1362,1347,1320,1731,1635,164,135,110,56,27,740,18,36,0,27,29,0,0
18,2334,2255,756,715,322,320,294,41,39,2586,10,18,0,0,2,0,39
369,1231,1230,1341,1325,130,115,112,16,1,569,3,15,0,0,16,0,0
1831,2337,2250,35,2350,58,60,37,45,47,204,4,17,0,37,0,0,8
2014,2207,2140,2320,2300,73,80,58,20,27,448,4,11,20,0,0,0,0
1606,1523,1455,2024,1950,181,175,152,34,28,1205,9,20,13,0,6,0,15
1019,1732,1725,2011,1950,279,265,250,21,7,1660,7,22,7,0,14,0,0
2491,57,2005,323,2300,146,175,130,263,292,978,4,12,0,140,0,0,123
570,1145,1135,1425,1330,160,115,99,55,10,595,16,45,0,0,47,0,8
20,1549,1525,42,2340,353,315,315,62,24,2586,20,18,0,0,38,0,24
144,1756,1550,229,2335,333,285,308,174,126,2288,8,17,14,0,48,0,112
647,1118,1120,1538,1440,260,200,184,58,-2,1090,8,68,0,0,58,0,0
1275,1246,1205,1432,1405,166,180,148,27,41,984,8,10,0,0,0,0,27
1454,1958,1935,2106,2045,68,70,48,21,23,247,4,16,0,16,0,0,5
1457,1440,1245,1549,1415,129,150,113,94,115,733,5,11,94,0,0,0,0
2092,1249,1210,1533,1500,164,170,131,33,39,1097,12,21,0,0,3,0,30
607,2317,2015,137,2245,260,270,213,172,182,1745,5,42,0,18,0,0,154
603,1609,1605,1914,1854,185,169,137,20,4,866,14,34,0,0,20,0,0
55,1029,932,1117,1021,48,49,39,56,57,204,6,3,0,9,0,0,47
331,2129,1950,2329,2209,120,139,102,80,99,697,11,7,80,0,0,0,0
84,1128,1130,1602,1540,214,190,190,22,-2,1449,4,20,0,0,22,0,0
26,1749,1715,2348,2308,239,233,204,40,34,1721,16,19,0,0,40,0,0
492,1924,1900,2213,2141,169,161,138,32,24,1050,9,22,0,0,32,0,0
345,1550,1505,1810,1711,140,126,113,59,45,671,11,16,45,0,14,0,0
127,2210,2135,56,18,226,223,207,38,35,1533,3,16,35,0,3,0,0
52,2025,2009,2147,2130,82,81,76,17,16,503,2,4,0,0,1,6,10
7,2002,1815,2321,2127,379,372,325,114,107,2401,17,37,0,0,12,0,102
152,1534,1511,1702,1640,88,89,78,22,23,549,5,5,1,0,0,0,21
695,2036,1930,2207,2045,91,75,67,82,66,224,11,13,0,0,16,0,66
62,1600,1420,2014,1716,254,176,161,178,100,1069,21,72,0,0,120,0,58
1017,2206,1831,2325,2000,79,89,47,205,215,187,9,23,0,0,61,0,144
908,1229,1125,1549,1442,140,137,109,67,64,740,8,23,0,0,46,0,21
1255,1444,1355,1647,1537,123,102,84,70,49,413,6,33,15,0,21,0,34
1069,2056,2005,50,2344,294,279,231,66,51,1522,3,60,41,0,15,0,10
1203,1822,1650,2203,1959,221,189,201,124,92,1144,7,13,2,0,32,0,90
811,1025,1025,1318,1301,173,156,153,17,0,901,6,14,0,0,17,0,0
1115,1208,1150,1519,1346,191,116,170,93,18,667,7,14,4,0,75,0,14
870,1116,1039,1342,1313,146,154,122,29,37,1028,5,19,4,0,0,0,25
491,2226,1955,39,2233,253,278,224,126,151,1754,5,24,0,0,0,0,126
1401,2110,1850,2311,2046,241,236,217,145,140,1504,10,14,9,0,5,0,131
1012,1949,1635,2146,1805,117,90,41,221,194,187,8,68,0,0,221,0,0
446,2006,1835,2316,2130,190,175,139,106,91,1185,4,47,0,0,52,0,54
922,2400,1855,322,2205,142,130,109,317,305,867,5,28,118,0,12,0,187
916,2058,1605,108,1932,190,147,97,336,293,740,9,84,0,0,336,0,0
586,2141,2005,43,2301,182,176,132,102,96,1098,7,43,6,0,6,0,90
381,1826,1629,2150,1935,204,186,179,135,117,1076,8,17,8,0,18,0,109
1065,1319,1300,1658,1619,279,259,236,39,19,1522,9,34,1,0,20,0,18
47,2243,1935,300,2303,257,208,186,237,188,1069,6,65,63,0,49,0,125
857,1602,1510,1952,1836,230,206,193,76,52,1074,3,34,9,0,24,0,43
31,1127,1129,1544,1423,257,174,169,81,-2,944,21,67,0,0,81,0,0
19,558,600,744,718,106,78,74,26,-2,267,10,22,0,0,26,0,0
37,808,757,1128,1059,200,182,163,29,11,1028,2,35,2,0,18,0,9
723,243,2335,610,305,147,150,135,185,188,1129,3,9,0,0,0,0,185
524,1757,1445,2049,1739,172,174,127,190,192,938,10,35,0,0,132,0,58
625,1310,1245,1643,1553,273,248,232,50,25,1428,4,37,0,0,25,0,25
553,800,805,1150,1117,230,192,172,33,-5,1068,4,54,0,0,33,0,0
36,56,2055,211,2235,75,100,48,216,241,264,3,24,72,4,0,0,140
1841,2225,2138,21,2319,116,101,86,62,47,496,7,23,0,0,15,0,47
1418,1506,1255,1736,1526,150,151,132,130,131,1011,4,14,130,0,0,0,0
196,58,2250,915,633,317,283,279,162,128,2248,13,25,66,0,34,0,62
1073,832,805,1039,944,127,99,62,55,27,288,4,61,3,0,28,0,24
87,2307,2020,225,2358,318,338,256,147,167,1989,5,57,0,35,0,0,112
65,1058,1100,1526,1402,268,182,185,84,-2,1005,7,76,0,0,84,0,0
1124,1636,1530,1844,1727,128,117,92,77,66,631,4,32,9,0,11,0,57
505,914,925,1338,1238,264,193,175,60,-11,1065,7,82,0,0,60,0,0
1432,652,700,919,827,147,87,126,52,-8,354,5,16,0,0,52,0,0
596,1930,1621,2239,1900,189,159,124,219,189,972,49,16,0,0,219,0,0
869,701,655,1031,954,210,179,164,37,6,1028,4,42,6,0,31,0,0
841,9,2055,207,2235,118,100,82,212,194,413,6,30,12,0,18,0,182
51,1151,1120,1312,1236,81,76,57,36,31,267,8,16,0,0,5,0,31
377,1329,1325,1732,1624,243,179,187,68,4,1076,7,49,4,0,64,0,0
818,2204,1820,33,2102,149,162,103,211,224,944,12,34,0,0,155,0,56
1149,1148,1155,1530,1508,222,193,198,22,-7,1214,8,16,0,0,22,0,0
1618,1436,1435,1801,1734,205,179,185,27,1,998,6,14,0,0,27,0,0
159,2140,1940,6,2207,206,207,181,119,120,1208,8,17,0,49,0,0,70
190,1903,1855,2305,2224,182,149,120,41,8,964,12,50,8,0,33,0,0
401,750,635,942,805,172,150,127,97,75,845,4,41,75,0,22,0,0
359,1749,1747,2036,2018,227,211,199,18,2,1208,15,13,0,0,18,0,0
797,333,2250,615,154,102,124,84,261,283,689,7,11,261,0,0,0,0
784,2057,1950,2,2320,365,390,330,42,67,2433,6,29,14,0,0,0,28
1433,1906,1711,2205,2019,239,248,208,106,115,1416,6,25,17,0,0,0,89
185,1632,1541,2209,2152,217,251,199,17,51,1874,8,10,0,0,0,0,17
1532,1807,1448,2247,1928,220,220,162,199,199,1416,7,51,0,0,199,0,0
792,1519,1505,1849,1802,210,177,184,47,14,938,5,21,0,0,33,0,14
151,1223,600,1425,805,182,185,157,380,383,1043,13,12,380,0,0,0,0
754,1319,1310,1650,1604,211,174,184,46,9,1024,6,21,9,0,37,0,0
800,1601,1456,1908,1801,187,185,145,67,65,1065,20,22,0,0,67,0,0
1132,1512,1430,1616,1540,64,70,32,36,42,200,11,21,0,0,36,0,0
1787,1558,1536,1718,1647,80,71,46,31,22,224,11,23,8,0,9,0,14
595,636,630,755,740,79,70,57,15,6,305,8,14,0,0,9,6,0
1567,1540,1455,1816,1704,156,129,112,72,45,404,8,36,0,0,72,0,0
833,937,900,1251,1209,254,249,226,42,37,1416,8,20,0,37,5,0,0
17,1453,1345,1727,1647,334,362,309,40,68,2454,12,13,12,0,0,0,28
1156,2142,1915,2348,2150,126,155,91,118,147,745,15,20,0,0,39,0,79
1739,1450,1450,1753,1736,303,286,274,17,0,1874,8,21,0,0,17,0,0
731,2224,2035,2358,2159,154,144,114,119,109,689,12,28,5,0,10,0,104
1619,1917,1720,2147,2020,150,180,122,87,117,998,6,22,0,0,87,0,0
1530,1430,1225,1729,1510,179,165,112,139,125,938,8,59,0,0,139,0,0
659,801,800,1042,1020,221,200,199,22,1,1208,12,10,0,0,22,0,0
627,715,720,1013,950,238,210,200,23,-5,1235,14,24,0,0,23,0,0
432,1115,1045,1542,1515,207,210,174,27,30,1416,4,29,0,0,27,0,0
1468,1851,1635,2053,1908,302,333,273,105,136,2227,7,22,0,13,0,0,92
1693,2045,1721,2320,2029,155,188,103,171,204,938,12,40,0,0,171,0,0
433,1355,1300,1712,1601,257,241,224,71,55,1416,12,21,0,10,16,0,45
333,650,630,1016,934,266,244,236,42,20,1416,11,19,0,0,42,0,0
1573,722,722,842,823,80,61,36,19,0,140,12,32,0,0,19,0,0
1606,1142,920,1711,1425,209,185,171,166,142,1303,6,32,0,0,25,0,141
1169,628,630,939,916,191,166,141,23,-2,745,19,31,0,0,23,0,0
233,2106,1848,10,2154,244,246,218,136,138,1416,7,19,13,0,0,0,123
246,1757,1530,2052,1810,175,160,130,162,147,925,17,28,0,0,162,0,0
1175,1117,955,1215,1100,118,125,78,75,82,590,16,24,0,0,75,0,0
1174,1142,1055,1630,1459,228,184,202,91,47,1249,10,16,0,0,91,0,0
1099,1918,1740,2040,1905,142,145,117,95,98,732,6,19,24,0,0,0,71
1,1743,1702,2045,2000,182,178,143,45,41,944,24,15,0,0,27,0,18
1082,1346,1235,1644,1512,178,157,157,92,71,859,7,14,5,0,39,0,48
988,1436,1347,1615,1518,159,151,140,57,49,874,5,14,0,0,8,0,49
661,1222,1117,1448,1305,146,108,113,103,65,533,9,24,0,3,38,0,62
710,1416,1325,1708,1555,172,150,111,73,51,946,12,49,9,0,22,0,42
1477,1409,1340,1542,1523,273,283,250,19,29,1946,6,17,0,6,0,0,13
1409,1443,1410,1758,1705,195,175,170,53,33,1050,8,17,33,0,20,0,0
1414,1557,1445,1807,1630,130,105,100,97,72,528,11,19,1,0,25,0,71
1662,1024,952,1217,1141,113,109,60,36,32,446,6,47,1,0,4,0,31
1526,1539,1442,1705,1615,86,93,58,50,57,432,9,19,2,0,0,0,48
1607,1603,1438,1721,1620,78,102,63,61,85,526,4,11,0,17,0,0,44
921,1610,1500,1917,1741,187,161,139,96,70,761,26,22,0,0,26,0,70
1049,1515,1355,1710,1559,295,304,265,71,80,2139,7,23,0,0,13,0,58
1194,1739,1556,1935,1757,116,121,82,98,103,594,11,23,98,0,0,0,0
1461,1501,1445,1836,1755,215,190,172,41,16,1076,8,35,16,0,25,0,0
729,1837,1720,2046,1916,129,116,100,90,77,533,14,15,0,36,13,0,41
1395,1802,1730,1925,1845,83,75,61,40,32,185,7,15,0,0,17,0,23
1643,2029,1916,2153,2024,84,68,53,89,73,215,15,16,0,0,16,0,73
1070,1353,1312,2135,2052,282,280,250,43,41,2139,13,19,0,0,2,0,41
779,2130,1930,2319,2053,169,143,115,146,120,732,7,47,0,5,26,0,115
895,2146,2040,2316,2211,90,91,67,65,66,406,6,17,65,0,0,0,0
1061,1910,1840,2146,2116,336,336,301,30,30,2182,10,25,0,16,0,0,14
804,951,830,1137,1012,106,102,68,85,81,547,4,34,81,0,4,0,0
1400,1748,1558,2101,1925,133,147,101,96,110,874,20,12,4,42,0,0,50
908,1202,1040,1417,1304,135,144,96,73,82,761,13,26,4,0,0,0,69
1659,1208,1057,1335,1214,87,77,52,81,71,227,13,22,0,0,10,0,71
140,1550,1510,1804,1728,134,138,97,36,40,589,19,18,0,0,36,0,0
1399,2028,1930,2213,2048,105,78,62,85,58,185,5,38,2,0,27,0,56
1518,1357,1110,1555,1245,118,95,76,190,167,445,21,21,0,0,23,0,167
822,1842,1720,2020,1906,98,106,72,74,82,547,8,18,0,6,0,0,68
1281,2039,1925,2129,2002,110,97,73,87,74,453,6,31,48,0,13,0,26
1433,1124,1057,1352,1255,268,238,213,57,27,1541,6,49,1,0,30,0,26
1772,1933,1755,2200,2023,87,88,57,97,98,425,14,16,0,0,97,0,0
151,1847,1659,2309,2049,442,410,327,140,108,2421,7,108,0,0,32,0,108
1500,2143,1945,32,2240,169,175,134,112,118,1249,10,25,5,0,11,0,96
1289,1011,950,1145,1102,94,72,47,43,21,270,4,43,0,0,22,0,21
75,1738,1705,2012,1857,154,112,114,75,33,595,16,24,9,0,42,0,24
1354,1328,1330,1537,1454,129,84,45,43,-2,214,7,77,0,0,43,0,0
1695,2113,1955,2244,2124,211,209,179,80,78,1269,4,28,0,0,2,0,78
692,1304,1220,1533,1422,149,122,92,71,44,665,8,49,0,5,27,0,39
694,738,740,1057,1015,199,155,170,42,-2,859,13,16,0,0,42,0,0
929,2007,1859,2254,2140,167,161,129,74,68,761,9,29,0,0,9,0,65
26,1200,1106,2037,1950,337,344,308,47,54,2475,12,17,0,0,47,0,0
990,1321,1226,1547,1424,146,118,95,83,55,595,15,36,0,0,45,0,38
686,1806,1652,2108,2000,182,188,143,68,74,1005,16,23,0,0,49,0,19
1740,1113,1047,1346,1301,93,74,58,45,26,352,19,16,0,0,19,0,26
727,655,655,940,855,165,120,121,45,0,576,24,20,0,0,45,0,0
1701,2043,2007,2220,2144,157,157,138,36,36,874,6,13,36,0,0,0,0
1703,840,840,1118,1013,158,93,92,65,0,373,15,51,0,0,65,0,0
866,1815,1620,1939,1739,84,79,58,120,115,356,6,20,0,28,5,0,87
1278,1826,1620,2035,1810,129,110,80,145,126,545,12,37,0,0,33,0,112
1725,1446,1350,1722,1529,156,99,113,113,56,545,6,37,25,0,57,0,31
1629,1645,1610,1743,1710,58,60,41,33,35,152,7,10,0,0,33,0,0
829,2337,2245,139,26,122,101,86,73,52,581,9,27,52,0,21,0,0
998,2156,1841,2346,2042,110,121,76,184,195,595,22,12,0,0,0,0,184
1190,1218,1111,1509,1349,111,98,82,80,67,483,14,15,1,0,13,0,66
1034,2241,2230,2354,2336,73,66,40,18,11,259,5,28,11,0,7,0,0
58,1653,1625,1904,1753,131,88,91,71,28,403,19,21,0,0,43,0,28
751,1724,1610,1843,1734,199,204,163,69,74,1199,12,24,27,0,0,0,42
714,1737,1605,2010,1838,153,153,115,92,92,946,9,29,0,0,8,0,84
815,1558,1300,1820,1452,142,112,108,208,178,547,7,27,34,0,30,0,144
1631,900,847,1033,959,153,132,118,34,13,689,3,32,0,5,21,0,8
1360,1648,1630,1800,1744,72,74,38,16,18,214,7,27,11,0,0,0,5
1427,1013,945,1221,1125,128,100,99,56,28,432,15,14,0,0,56,0,0
808,1228,1020,1432,1208,124,108,69,144,128,547,11,44,45,0,16,0,83
1658,2133,1935,2310,2058,217,203,177,132,118,1282,4,36,45,0,14,0,73
1451,1458,1445,1843,1807,225,202,201,36,13,1185,4,20,0,0,23,0,13
1688,1709,1619,1932,1900,263,281,238,32,50,1827,4,21,3,1,0,0,28
114,1628,1447,1850,1647,142,120,110,123,101,595,11,21,0,0,22,0,101
608,2355,2355,852,813,357,318,315,39,0,2475,17,25,0,0,39,0,0
24,1412,1345,1559,1520,107,95,65,39,27,406,13,29,0,0,39,0,0
703,726,715,1043,1015,197,180,172,28,11,946,9,16,11,0,17,0,0
793,1847,1845,2029,2014,102,89,75,15,2,445,5,22,0,0,15,0,0
1028,810,815,1404,1346,234,211,207,18,-5,1587,7,20,0,0,18,0,0
826,1432,1329,2010,1835,218,186,166,95,63,1269,9,43,37,0,32,0,26
1167,849,850,1138,1108,169,138,150,30,-1,879,5,14,0,0,30,0,0
1683,1918,1850,2129,2111,311,321,281,18,28,2116,6,24,0,14,0,0,4
924,1712,1530,1853,1703,101,93,78,110,102,403,10,13,102,0,8,0,0
